name,station,sensor,lat,lon,date_time,salinity,bad_station
"Mayport (Bar Pilots Dock), FL",8720218,SALINITY,30.3967,-81.43,2016-02-06T12:00:00Z,29.03,False
"Dames Point, FL",8720219,SALINITY,30.3867,-81.5583,2016-02-06T12:00:00Z,14.07,False
"I-295 Bridge, St Johns River, FL",8720357,SALINITY,30.1917,-81.6917,2016-02-06T12:00:00Z,0.46,False
"Red Bay Point, St Johns River, FL",8720503,SALINITY,29.9783,-81.6283,2016-02-06T12:00:00Z,0.2,False
"Racy Point, St Johns River, FL",8720625,SALINITY,29.8017,-81.5483,2016-02-06T12:00:00Z,0.48,False
Tolomato River station,fldep.tolomatoriver.,NA,29.9947223663,-81.3295593262,2016-00-06T12:00:00Z,27.6819076538,False
Fort Myers station,sccf.fortmyers.wq,NA,26.6493396759,-81.8809661865,2016-00-06T12:00:00Z,0.194746375084,False
Gulf of Mexico station,sccf.gulfofmexico.wq,NA,26.4430294037,-81.9711914062,2016-00-06T12:00:00Z,27.5656051636,False
St Lucie Inlet station,fldep.stlucieinlet.,NA,27.1652774811,-80.1627807617,2016-00-06T12:00:00Z,29.553850174,False
Redfish Pass station,sccf.redfishpass.wq,NA,26.5615692139,-82.1754379272,2016-00-06T12:00:00Z,31.1629676819,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",carocoops.frp2.buoy,NA,32.2700004578,-80.4000015259,2016-00-06T12:00:00Z,30.7904891968,False
usf_c10_imet,usf.c10.imet,NA,27.1730003357,-82.9240036011,2016-35-06T12:35:00Z,-72.9656677246,False
"CORMP ILM2, Wrightsville Beach Nearshore, NC",cormp.ilm2.buoy,NA,34.1333007812,-77.7166976929,2016-53-06T11:53:00Z,23.5035381317,False
Bing's Landing station,fldep.bingslanding.,NA,29.6154174805,-81.2049179077,2016-00-06T12:00:00Z,29.2407073975,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",carocoops.cap2.buoy,NA,32.7999992371,-79.6200027466,2016-08-06T12:08:00Z,31.9978504181,False
Shell Point station,sccf.shellpoint.wq,NA,26.5225639343,-82.0079879761,2016-00-31T23:00:00Z,25.25,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",carocoops.sun2.buoy,NA,33.8300018311,-78.4800033569,2016-08-06T12:08:00Z,31.5750999451,False
