name,station,sensor,lat,lon,date_time,salinity,bad_station
"Mayport (Bar Pilots Dock), FL",8720218,SALINITY,30.3967,-81.43,2015-08-22T12:00:00Z,13.263,False
"I-295 Bridge, St Johns River, FL",8720357,SALINITY,30.1917,-81.6917,2015-08-22T12:00:00Z,1.127,False
"Red Bay Point, St Johns River, FL",8720503,SALINITY,29.9783,-81.6283,2015-08-22T12:00:00Z,0.461,False
Tolomato River station,fldep.tolomatoriver.,NA,29.9947223663,-81.3295593262,2015-00-22T12:00:00Z,30.2503643036,False
Shell Point station,sccf.shellpoint.wq,NA,26.5225639343,-82.0079879761,2015-00-22T12:00:00Z,17.7072181702,False
Gulf of Mexico station,sccf.gulfofmexico.wq,NA,26.4430294037,-81.9711914062,2015-00-22T12:00:00Z,31.8896350861,False
St Lucie Inlet station,fldep.stlucieinlet.,NA,27.1652774811,-80.1627807617,2015-00-22T12:00:00Z,32.5447349548,False
Redfish Pass station,sccf.redfishpass.wq,NA,26.5615692139,-82.1754379272,2015-00-22T12:00:00Z,32.5931129456,False
"CORMP ILM3, Wrightsville Beach Offshore, NC",cormp.ilm3.buoy,NA,33.9878005981,-77.3635025024,2015-00-22T12:00:00Z,28.4297027588,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",carocoops.frp2.buoy,NA,32.2700004578,-80.4000015259,2015-00-22T12:00:00Z,11.9123697281,False
usf_c10_imet,usf.c10.imet,NA,27.1730003357,-82.9240036011,2015-35-22T11:35:00Z,35.6184844971,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",carocoops.sun2.buoy,NA,33.8300018311,-78.4800033569,2015-08-22T12:08:00Z,27.9753665924,False
Bing's Landing station,fldep.bingslanding.,NA,29.6154174805,-81.2049179077,2015-00-22T12:00:00Z,23.2880706787,False
Tarpon Bay station,sccf.tarponbay.wq,NA,26.4679069519,-82.0631027222,2015-00-22T12:00:00Z,25.5131168365,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",carocoops.cap2.buoy,NA,32.7999992371,-79.6200027466,2015-08-22T12:08:00Z,35.4439239502,False
"CORMP ILM2, Wrightsville Beach Nearshore, NC",cormp.ilm2.buoy,NA,34.1333007812,-77.7166976929,2015-53-22T11:53:00Z,35.8210372925,False
