name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"Apalachicola, FL",2016-01-02T12:00:00Z,29.7267,-84.9817,0;0;0,17.2,E1,8728690,False
"Panama City, FL",2016-01-02T12:00:00Z,30.1523,-85.6669,0;0;0,19.1,E1,8729108,False
"Panama City Beach, FL",2016-01-02T12:00:00Z,30.2133,-85.8783,0;0;0,20.2,E1,8729210,False
Tolomato River station,2016-00-02T12:00:00Z,29.9947223663,-81.3295593262,,17.4383964539,NA,fldep.tolomatoriver.,False
Fort Myers station,2016-00-02T12:00:00Z,26.6493396759,-81.8809661865,,22.0584068298,NA,sccf.fortmyers.wq,False
"Broad River Lower, FL",2016-00-01T04:00:00Z,25.4839992523,-81.111000061,,22.6614570618,NA,enp.lbrf1.met,False
"Clear Water Pass, FL ",2016-00-02T12:00:00Z,25.2950000763,-81.0130004883,,23.4758319855,NA,enp.cwaf1.met,False
Gulf of Mexico station,2016-00-02T12:00:00Z,26.4430294037,-81.9711914062,,22.4803771973,NA,sccf.gulfofmexico.wq,False
Redfish Pass station,2016-00-02T12:00:00Z,26.5615692139,-82.1754379272,,21.1682357788,NA,sccf.redfishpass.wq,False
"Taylor River, FL",2016-00-02T12:00:00Z,25.2229995728,-80.6529998779,,23.1309890747,NA,enp.trrf1.met,False
"Little Madeira, FL",2016-00-02T12:00:00Z,25.1739997864,-80.6320037842,,24.3913860321,NA,enp.lmdf1.met,False
"Little Rabbit Key, FL",2016-00-01T04:00:00Z,24.9790000916,-80.8259963989,,20.9736366272,NA,enp.lrkf1.met,False
"Peterson Key, FL",2016-00-02T12:00:00Z,24.9169998169,-80.7460021973,,23.89752388,NA,enp.pkyf1.met,False
"Highway Creek, FL",2016-00-01T04:00:00Z,25.2539997101,-80.4440002441,,21.5458927155,NA,enp.hcef1.met,False
"CAROCOOPS FRP2, Fripp Nearshore, SC",2016-00-02T12:00:00Z,32.2700004578,-80.4000015259,,16.488193512,NA,carocoops.frp2.buoy,False
"CORMP ILM2, Wrightsville Beach Nearshore, NC",2016-53-02T11:53:00Z,34.1333007812,-77.7166976929,,-32.7368583679,NA,cormp.ilm2.buoy,False
"Murray Key, FL",2016-00-02T12:00:00Z,25.1040000916,-80.9420013428,,23.4107913971,NA,enp.mukf1.met,False
"Gunboat Island, FL",2016-00-02T12:00:00Z,25.3759994507,-81.0289993286,,23.6934661865,NA,enp.gbif1.met,False
"Cannon Bay, FL",2016-00-02T12:00:00Z,25.7000007629,-81.1859970093,,23.7494087219,NA,enp.cnbf1.met,False
"Blackwater Sound, FL",2016-00-01T04:00:00Z,25.1770000458,-80.43800354,,23.0569629669,NA,enp.bwsf1.met,False
"Butternut Key, FL",2016-00-02T12:00:00Z,25.0869998932,-80.5189971924,,23.4997024536,NA,enp.bnkf1.met,False
Shell Point station,2016-00-02T12:00:00Z,26.5225639343,-82.0079879761,,21.8664684296,NA,sccf.shellpoint.wq,False
"Whipray Basin, FL",2016-00-01T04:00:00Z,25.0769996643,-80.7279968262,,21.1332759857,NA,enp.wrbf1.met,False
"Garfield Bight, FL",2016-00-01T04:00:00Z,25.1700000763,-80.7969970703,,21.1923217773,NA,enp.gbtf1.met,False
"Little Blackwater, FL",2016-00-01T04:00:00Z,25.2119998932,-80.4329986572,,21.9148216248,NA,enp.lbsf1.met,False
"Lane River, FL ",2016-00-02T12:00:00Z,25.2840003967,-80.8939971924,,23.4523735046,NA,enp.lrif1.met,False
"Trout Cove, FL",2016-00-01T04:00:00Z,25.2089996338,-80.5329971313,,21.8683319092,NA,enp.tcvf1.met,False
St Lucie Inlet station,2016-00-02T12:00:00Z,27.1652774811,-80.1627807617,,22.0929336548,NA,fldep.stlucieinlet.,False
"White Water -West, FL",2016-00-02T12:00:00Z,25.2299995422,-80.9390029907,,24.203125,NA,enp.wwef1.met,False
"Duck Key, FL",2016-00-01T04:00:00Z,25.1800003052,-80.4899978638,,21.875535965,NA,enp.dkkf1.met,False
"CORMP ILM3, Wrightsville Beach Offshore, NC",2016-08-02T12:08:00Z,33.9878005981,-77.3635025024,,21.7877635956,NA,cormp.ilm3.buoy,False
"Broad River, FL",2016-00-02T12:00:00Z,25.4759998322,-80.9899978638,,23.0132675171,NA,enp.bdvf1.met,False
"Willy Willy, FL",2016-00-02T12:00:00Z,25.6189994812,-81.0439987183,,21.8541564941,NA,enp.wiwf1.met,False
"Cane Patch, FL",2016-00-01T04:00:00Z,25.4200000763,-80.9430007935,,21.2210712433,NA,enp.canf1.met,False
usf_c10_imet,2016-35-02T11:35:00Z,27.1730003357,-82.9240036011,,22.8870506287,NA,usf.c10.imet,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",2016-08-02T12:08:00Z,33.8300018311,-78.4800033569,,15.9061803818,NA,carocoops.sun2.buoy,False
Bing's Landing station,2016-58-02T11:58:00Z,29.6154174805,-81.2049179077,,6.81445026398,NA,fldep.bingslanding.,False
"Bob Allen, FL",2016-00-02T12:00:00Z,25.0240001678,-80.6819992065,,23.5327758789,NA,enp.bobf1.met,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",2016-08-02T12:08:00Z,32.7999992371,-79.6200027466,,9.29201316833,NA,carocoops.cap2.buoy,False
"Johnson Key, FL",2016-00-01T04:00:00Z,25.0499992371,-80.9039993286,,21.5418758392,NA,enp.jkyf1.met,False
