name,date_time,lat,lon,quality_flags,sea_water_temperature,sensor,station,bad_station
"CORMP ILM2, Wrightsville Beach Nearshore, NC",2016-53-26T11:53:00Z,34.1333007812,-77.7166976929,,16.5186061859,NA,cormp.ilm2.buoy,False
Tarpon Bay station,2016-00-26T12:00:00Z,26.4679069519,-82.0631027222,,25.4361801147,NA,sccf.tarponbay.wq,False
"Gunboat Island, FL",2016-00-26T12:00:00Z,25.3759994507,-81.0289993286,,26.6104183197,NA,enp.gbif1.met,False
"Cannon Bay, FL",2016-00-26T12:00:00Z,25.7000007629,-81.1859970093,,27.318403244,NA,enp.cnbf1.met,False
"Murray Key, FL",2016-00-26T12:00:00Z,25.1040000916,-80.9420013428,,26.9234714508,NA,enp.mukf1.met,False
"Blackwater Sound, FL",2016-00-26T12:00:00Z,25.1770000458,-80.43800354,,27.2632865906,NA,enp.bwsf1.met,False
"Butternut Key, FL",2016-00-26T12:00:00Z,25.0869998932,-80.5189971924,,26.9221534729,NA,enp.bnkf1.met,False
Vero Beach station,2016-06-26T11:06:00Z,27.6320552826,-80.3712234497,,-111.588829041,NA,fldep.verobeach.,False
Shell Point station,2016-00-26T12:00:00Z,26.5225639343,-82.0079879761,,25.5419998169,NA,sccf.shellpoint.wq,False
"Whipray Basin, FL",2016-00-26T12:00:00Z,25.0769996643,-80.7279968262,,27.7672252655,NA,enp.wrbf1.met,False
"Garfield Bight, FL",2016-00-26T12:00:00Z,25.1700000763,-80.7969970703,,28.4297828674,NA,enp.gbtf1.met,False
"Little Blackwater, FL",2016-00-26T12:00:00Z,25.2119998932,-80.4329986572,,27.5246715546,NA,enp.lbsf1.met,False
"Lane River, FL ",2016-00-26T12:00:00Z,25.2840003967,-80.8939971924,,27.8709716797,NA,enp.lrif1.met,False
"Trout Cove, FL",2016-00-26T12:00:00Z,25.2089996338,-80.5329971313,,27.8215560913,NA,enp.tcvf1.met,False
St Lucie Inlet station,2016-00-26T12:00:00Z,27.1652774811,-80.1627807617,,15.8373565674,NA,fldep.stlucieinlet.,False
"White Water -West, FL",2016-00-26T12:00:00Z,25.2299995422,-80.9390029907,,27.387752533,NA,enp.wwef1.met,False
"Duck Key, FL",2016-00-26T12:00:00Z,25.1800003052,-80.4899978638,,26.9794921875,NA,enp.dkkf1.met,False
"Broad River, FL",2016-00-26T12:00:00Z,25.4759998322,-80.9899978638,,27.018819809,NA,enp.bdvf1.met,False
"Willy Willy, FL",2016-00-26T12:00:00Z,25.6189994812,-81.0439987183,,26.4924316406,NA,enp.wiwf1.met,False
"Cane Patch, FL",2016-00-26T12:00:00Z,25.4200000763,-80.9430007935,,26.4475193024,NA,enp.canf1.met,False
usf_c10_imet,2016-35-26T11:35:00Z,27.1730003357,-82.9240036011,,1052.74072266,NA,usf.c10.imet,False
"CAROCOOPS SUN2, Sunset Nearshore, NC",2016-08-26T13:08:00Z,33.8300018311,-78.4800033569,,16.5305595398,NA,carocoops.sun2.buoy,False
Bing's Landing station,2016-00-26T12:00:00Z,29.6154174805,-81.2049179077,,16.013168335,NA,fldep.bingslanding.,False
"Bob Allen, FL",2016-00-26T12:00:00Z,25.0240001678,-80.6819992065,,27.4113883972,NA,enp.bobf1.met,False
"CAROCOOPS CAP2, Capers Island Nearshore, SC",2016-08-26T13:08:00Z,32.7999992371,-79.6200027466,,17.9611263275,NA,carocoops.cap2.buoy,False
Binney Dock station,2016-00-26T12:00:00Z,27.467546463,-80.3008499146,,-536.258850098,NA,fldep.binneydock.,False
"Johnson Key, FL",2016-00-26T12:00:00Z,25.0499992371,-80.9039993286,,27.6497097015,NA,enp.jkyf1.met,False
